invoice_id,exception_type,severity,invoice_date,customer_id,billed_amount
INV00014788,contract_date_conflict,medium,2025-03-01,C001034,165.75
INV00014798,contract_date_conflict,medium,2025-10-01,C001036,9908.5
INV00014801,contract_date_conflict,medium,2024-09-01,C001037,175.5
INV00014837,contract_date_conflict,medium,2023-08-01,C001039,280.8
INV00014866,contract_date_conflict,medium,2023-12-01,C001040,1738.0
INV00014873,contract_date_conflict,medium,2023-04-01,C001041,234.0
INV00014906,contract_date_conflict,medium,2024-10-01,C001042,232.05
INV00014921,contract_date_conflict,medium,2023-01-01,C001043,11398.5
INV00014957,contract_date_conflict,medium,2023-05-01,C001044,333.45
INV00014989,contract_date_conflict,medium,2023-05-01,C001047,2844.0
INV00015021,contract_date_conflict,medium,2025-08-01,C001048,195.0
INV00015026,contract_date_conflict,medium,2024-11-01,C001049,468.0
INV00015040,contract_date_conflict,medium,2025-09-01,C001051,234.0
INV00015044,contract_date_conflict,medium,2025-04-01,C001052,1990.8
INV00015053,contract_date_conflict,medium,2024-10-01,C001053,1896.0
INV00015068,contract_date_conflict,medium,2023-09-01,C001055,1350.9
INV00015096,contract_date_conflict,medium,2024-05-01,C001056,273.0
INV00015133,contract_date_conflict,medium,2024-09-01,C001058,14155.0
INV00015149,contract_date_conflict,medium,2023-04-01,C001059,1975.0
INV00015172,contract_date_conflict,medium,2023-10-01,C001060,195.0
INV00015185,contract_date_conflict,medium,2025-05-01,C001062,10616.25
INV00015193,contract_date_conflict,medium,2024-03-01,C001063,1185.0
INV00015215,contract_date_conflict,medium,2025-01-01,C001065,390.0
INV00015227,contract_date_conflict,medium,2023-07-01,C001066,195.0
INV00015257,contract_date_conflict,medium,2024-11-01,C001067,1137.6
INV00015271,contract_date_conflict,medium,2023-02-01,C001068,234.0
INV00015306,contract_date_conflict,medium,2024-08-01,C001069,390.0
INV00015348,contract_date_conflict,medium,2024-08-01,C001071,195.0
INV00015365,contract_date_conflict,medium,2024-08-01,C001072,2488.5
INV00015382,contract_date_conflict,medium,2023-04-01,C001073,175.5
INV00015415,contract_date_conflict,medium,2024-02-01,C001074,9238.0
INV00015438,contract_date_conflict,medium,2024-07-01,C001075,1422.0
INV00015456,contract_date_conflict,medium,2023-08-01,C001076,1410.15
INV00015485,contract_date_conflict,medium,2025-07-01,C001077,1501.0
INV00015491,contract_date_conflict,medium,2023-05-01,C001078,273.0
INV00015523,contract_date_conflict,medium,2024-08-01,C001079,1580.0
INV00015540,contract_date_conflict,medium,2024-05-01,C001080,315.9
INV00015560,contract_date_conflict,medium,2023-01-01,C001081,11040.9
INV00015596,contract_date_conflict,medium,2024-11-01,C001082,15645.0
INV00015610,contract_date_conflict,medium,2025-07-01,C001083,1576.05
INV00015616,contract_date_conflict,medium,2025-11-01,C001084,2528.0
INV00015618,contract_date_conflict,medium,2024-04-01,C001085,175.5
INV00015639,contract_date_conflict,medium,2023-09-01,C001086,975.0
INV00015667,contract_date_conflict,medium,2025-01-01,C001087,195.0
INV00015679,contract_date_conflict,medium,2023-09-01,C001088,1951.3
INV00015707,contract_date_conflict,medium,2025-05-01,C001089,2844.0
INV00015715,contract_date_conflict,medium,2024-04-01,C001090,6705.0
INV00015736,contract_date_conflict,medium,2025-07-01,C001092,351.0
INV00015742,contract_date_conflict,medium,2025-03-01,C001094,351.0
INV00015752,contract_date_conflict,medium,2024-03-01,C001095,15198.0
INV00015762,contract_date_conflict,medium,2024-10-01,C001096,1564.2
INV00015777,contract_date_conflict,medium,2023-09-01,C001097,351.0
INV00015805,contract_date_conflict,medium,2023-08-01,C001098,13112.0
INV00015834,contract_date_conflict,medium,2023-08-01,C001099,3894.7
INV00015863,contract_date_conflict,medium,2023-03-01,C001100,1477.3
INV00015876,contract_date_conflict,medium,2024-09-01,C001101,16241.0
INV00015892,contract_date_conflict,medium,2023-10-01,C001102,273.0
INV00015919,contract_date_conflict,medium,2023-08-01,C001103,364.65
INV00015948,contract_date_conflict,medium,2025-12-01,C001104,273.0
INV00015949,contract_date_conflict,medium,2025-12-01,C001105,273.0
INV00015950,contract_date_conflict,medium,2024-06-01,C001107,1896.0
INV00015969,contract_date_conflict,medium,2025-01-01,C001109,245.7
INV00015981,contract_date_conflict,medium,2025-11-01,C001112,1343.0
INV00015983,contract_date_conflict,medium,2024-10-01,C001113,8344.0
INV00015998,contract_date_conflict,medium,2025-10-01,C001114,663.0
INV00016001,contract_date_conflict,medium,2025-12-01,C001115,234.0
INV00016002,contract_date_conflict,medium,2024-10-01,C001116,3033.6
INV00016017,contract_date_conflict,medium,2023-09-01,C001117,8850.6
INV00016045,contract_date_conflict,medium,2023-05-01,C001119,1425.95
INV00016053,contract_date_conflict,medium,2024-11-01,C001120,2528.0
INV00016067,contract_date_conflict,medium,2024-01-01,C001122,1425.95
INV00016091,contract_date_conflict,medium,2025-03-01,C001124,195.0
INV00016101,contract_date_conflict,medium,2025-08-01,C001125,280.8
INV00016119,contract_date_conflict,medium,2023-07-01,C001127,195.0
INV00016167,contract_date_conflict,medium,2024-05-01,C001129,195.0
INV00016187,contract_date_conflict,medium,2024-01-01,C001130,1580.0
INV00016211,contract_date_conflict,medium,2023-10-01,C001131,1185.0
INV00016238,contract_date_conflict,medium,2025-08-01,C001132,507.0
INV00016243,contract_date_conflict,medium,2023-02-01,C001133,2607.0
INV00016278,contract_date_conflict,medium,2025-05-01,C001134,195.0
INV00016286,contract_date_conflict,medium,2025-09-01,C001135,10132.0
INV00016290,contract_date_conflict,medium,2024-07-01,C001136,245.7
INV00016308,contract_date_conflict,medium,2023-02-01,C001138,11026.0
INV00016343,contract_date_conflict,medium,2024-06-01,C001139,312.0
INV00016362,contract_date_conflict,medium,2024-08-01,C001140,468.0
INV00016371,contract_date_conflict,medium,2023-10-01,C001141,195.0
INV00016398,contract_date_conflict,medium,2025-06-01,C001142,1880.2
INV00016405,contract_date_conflict,medium,2023-05-01,C001143,210.6
INV00016437,contract_date_conflict,medium,2024-09-01,C001144,351.0
INV00016453,contract_date_conflict,medium,2025-10-01,C001147,234.0
INV00016456,contract_date_conflict,medium,2024-10-01,C001148,1564.2
INV00016471,contract_date_conflict,medium,2024-07-01,C001149,175.5
INV00016489,contract_date_conflict,medium,2023-04-01,C001150,8716.5
INV00016522,contract_date_conflict,medium,2025-05-01,C001151,1200.8
INV00016530,contract_date_conflict,medium,2023-02-01,C001152,10728.0
INV00016575,contract_date_conflict,medium,2023-12-01,C001154,273.0
INV00016600,contract_date_conflict,medium,2025-01-01,C001155,1564.2
INV00016612,contract_date_conflict,medium,2024-12-01,C001156,386.1
INV00016625,contract_date_conflict,medium,2024-02-01,C001157,234.0
INV00016648,contract_date_conflict,medium,2025-08-01,C001158,1410.15
INV00016653,contract_date_conflict,medium,2023-05-01,C001159,1007.25
INV00016692,contract_date_conflict,medium,2024-04-01,C001162,1185.0
INV00016713,contract_date_conflict,medium,2024-09-01,C001163,156.0
INV00016729,contract_date_conflict,medium,2023-08-01,C001164,1279.8
INV00016758,contract_date_conflict,medium,2023-12-01,C001165,234.0
INV00016783,contract_date_conflict,medium,2023-12-01,C001166,312.0
INV00016789,contract_date_conflict,medium,2024-12-01,C001167,1544.45
INV00016802,contract_date_conflict,medium,2024-01-01,C001168,175.5
INV00016826,contract_date_conflict,medium,2024-02-01,C001169,195.0
INV00016849,contract_date_conflict,medium,2025-09-01,C001170,165.75
INV00016853,contract_date_conflict,medium,2024-01-01,C001171,9387.0
INV00016877,contract_date_conflict,medium,2024-03-01,C001172,245.7
INV00016886,contract_date_conflict,medium,2024-12-01,C001173,1185.0
INV00016899,contract_date_conflict,medium,2024-04-01,C001174,390.0
INV00016920,contract_date_conflict,medium,2024-02-01,C001175,234.0
INV00016943,contract_date_conflict,medium,2024-01-01,C001176,259.35
INV00016967,contract_date_conflict,medium,2024-03-01,C001177,2401.6
INV00016989,contract_date_conflict,medium,2025-08-01,C001178,198.9
INV00016994,contract_date_conflict,medium,2025-06-01,C001179,13447.25
INV00017001,contract_date_conflict,medium,2025-09-01,C001180,2449.0
INV00017005,contract_date_conflict,medium,2023-08-01,C001181,1185.0
INV00017020,contract_date_conflict,medium,2024-10-01,C001182,351.0
INV00017026,contract_date_conflict,medium,2024-03-01,C001183,1185.0
INV00017048,contract_date_conflict,medium,2024-06-01,C001184,3871.0
INV00017067,contract_date_conflict,medium,2023-06-01,C001185,195.0
INV00017098,contract_date_conflict,medium,2024-04-01,C001186,175.5
INV00017119,contract_date_conflict,medium,2024-09-01,C001187,390.0
INV00017135,contract_date_conflict,medium,2023-10-01,C001189,185.25
INV00017160,contract_date_conflict,medium,2025-05-01,C001190,234.0
INV00017168,contract_date_conflict,medium,2024-04-01,C001191,2212.0
INV00017189,contract_date_conflict,medium,2023-03-01,C001192,234.0
INV00017223,contract_date_conflict,medium,2024-05-01,C001193,1580.0
INV00017243,contract_date_conflict,medium,2024-03-01,C001194,195.0
INV00017265,contract_date_conflict,medium,2024-08-01,C001196,7077.5
INV00017282,contract_date_conflict,medium,2023-06-01,C001197,1007.25
INV00017313,contract_date_conflict,medium,2025-06-01,C001198,195.0
INV00017320,contract_date_conflict,medium,2023-09-01,C001199,7450.0
INV00017348,contract_date_conflict,medium,2025-12-01,C001200,3634.0
